name,position,team_games_played,time_played,successful_layoffs,open_play_passes,times_tackled,backward_passes,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,total_passes,substitute_off,successful_short_passes,goals_conceded_inside_box,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,starts,touches,appearances,ground_duels,forward_passes,index,duels_won,total_fouls_won,aerial_duels_won,duels,goals_conceded,games_played,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,tackles_won,duels_lost,ground_duels_won,winning_goal,unsuccessful_crosses_open_play,substitute_on,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,unsuccessful_short_passes,penalty_goals_conceded,total_fouls_conceded,total_shots,key_passes_attempt_assists,putthrough_blocked_distribution,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_crosses_corners,hit_woodwork,tackles_lost,throw_ins_to_own_player,fifty_fifty,goals,corners_won,successful_crosses_corners,successful_dribbles,successful_corners_into_box,rightside_passes,blocked_shots,recoveries,successful_fifty_fifty,unsuccessful_passes_own_half,corners_taken_incl_short_corners,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,total_clearances,left_foot_goals,foul_won_penalty,unsuccessful_corners_into_box,goals_from_inside_box,penalties_taken,penalty_goals,interceptions,offsides,right_foot_goals,goal_assists,successful_launches,throw_ins_to_opposition_player,foul_attempted_tackle,yellow_cards,blocks,successful_crosses_open_play,handballs_conceded,assists_intentional,clean_sheets,gk_successful_distribution,penalties_conceded,goals_conceded_outside_box,total_red_cards,red_cards_2nd_yellow,straight_red_cards,headed_goals,saves_made,punches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,gk_unsuccessful_distribution,goals_from_outside_box,unsuccessful_layoffs,through_balls,second_goal_assists,goalkeeper_smother,catches,penalties_faced,penalties_saved,saves_from_penalty,set_pieces_goals,last_man_tackle,clearances_off_the_line,saves_made_caught,penalties_off_target,own_goal_scored,drops,crosses_not_claimed,other_goals
Igor Zlatanovic,Delantero,11,492,0,57,13,24,28,0,1,21,55,16,4,67,5,43,8,23,20,6,127,8,37,8,10,25,7,15,73,9,8,27,15,34,44,36,1,48,10,0,3,2,1,4,22,0,11,5,2,4,15,2,3,0,3,0,0,1,1,0,0,0,20,0,11,0,6,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iker Undabarrena Martínez,Centrocampista,10,657,2,375,6,57,143,9,18,6,87,175,22,386,3,290,6,68,45,8,482,8,70,119,10,51,10,14,90,7,8,33,110,308,318,20,14,39,37,0,1,0,9,2,50,1,13,3,4,17,4,1,2,0,8,0,13,0,0,0,5,0,100,1,48,8,25,0,1,0,28,7,0,0,0,0,0,0,6,0,0,0,3,0,6,3,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inigo Ruiz de Galarreta,Centrocampista,11,361,3,242,7,25,122,3,6,3,49,95,9,250,3,206,1,33,27,4,309,8,39,84,10,30,6,8,50,1,8,17,84,211,217,11,3,20,22,0,3,4,5,1,27,0,6,1,3,11,3,2,4,0,6,0,0,0,0,0,7,0,57,1,38,0,10,2,0,0,11,4,0,0,1,0,0,0,1,0,0,2,0,0,6,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iriome González,Delantero,11,146,1,33,2,8,15,1,3,5,20,8,5,33,2,20,3,10,10,2,68,3,15,12,10,13,2,6,26,3,3,8,12,23,23,11,3,13,7,1,3,1,1,1,7,0,4,2,0,1,6,2,3,0,2,8,3,1,1,0,0,0,1,2,4,1,3,0,1,0,3,2,0,0,0,1,0,0,2,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Palazón,Centrocampista,11,896,9,283,41,71,165,8,21,29,172,53,16,292,7,199,4,80,84,10,540,11,119,78,10,82,30,17,165,7,11,54,115,207,212,46,7,83,65,3,13,1,22,9,59,0,10,20,9,27,29,22,20,1,9,1,12,4,7,6,20,3,28,6,55,8,16,8,11,1,13,5,4,0,5,4,1,1,8,2,0,1,2,0,2,2,0,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael Athuman,Defensa,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael Casas,Defensa,11,309,0,81,4,20,31,6,9,6,44,35,5,83,3,54,3,18,16,4,152,4,15,39,10,14,3,5,26,3,4,6,21,64,65,11,3,12,9,0,5,0,0,0,9,0,2,0,1,0,3,0,5,0,2,17,9,0,1,1,1,0,3,1,9,5,7,0,0,0,11,6,0,0,0,0,0,0,4,0,0,0,3,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael De Andrés,Portero,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issa Fomba,Delantero,11,19,0,5,2,3,2,0,0,0,5,2,1,5,0,4,0,1,1,0,12,1,4,0,10,1,0,0,4,0,1,3,0,4,4,0,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Azón,Delantero,10,45,0,5,2,1,1,0,0,0,8,1,1,5,0,2,0,3,1,0,18,1,6,1,10,5,2,2,8,0,1,3,2,2,2,2,1,3,3,0,0,1,0,0,3,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Kecojevic,Defensa,11,899,0,332,0,20,86,14,36,16,76,201,11,353,0,252,12,66,48,10,453,10,25,159,10,32,0,21,62,12,10,14,111,272,287,37,10,30,11,0,0,0,4,4,30,2,14,5,1,7,9,0,0,1,1,3,3,0,2,0,0,0,63,0,34,3,18,0,1,0,35,39,0,0,0,0,0,0,12,0,0,0,9,4,8,2,6,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iván Balliu,Defensa,10,765,0,459,11,86,252,13,26,11,153,150,14,478,0,381,5,84,88,8,719,9,78,167,10,51,23,4,93,5,9,31,206,376,394,15,8,42,47,0,27,1,4,2,58,0,16,2,12,19,17,5,28,0,6,68,9,0,10,8,10,1,19,1,42,7,24,2,0,0,13,15,0,0,1,0,0,0,9,2,0,0,3,9,9,4,1,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Bravo,Defensa,11,85,0,40,1,10,12,1,2,4,26,13,1,41,1,21,1,16,16,1,66,1,9,24,10,5,1,2,15,1,1,6,0,24,25,6,0,10,3,0,3,0,0,0,14,0,4,0,0,4,2,0,3,0,1,8,4,0,0,0,1,0,7,0,4,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Calero,Centrocampista,11,926,0,287,13,71,98,24,44,11,166,101,24,291,1,177,13,98,83,10,548,11,69,130,10,45,7,5,85,15,11,29,60,190,193,16,17,40,40,0,16,1,5,2,54,1,11,4,7,20,14,7,16,0,7,80,9,1,2,6,9,0,30,3,41,5,31,0,2,0,16,15,0,0,0,1,0,0,11,3,1,0,6,19,5,2,0,6,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Cuéllar,Portero,11,720,0,102,0,0,43,52,108,1,110,75,0,226,0,59,2,108,99,8,278,8,1,166,10,3,1,2,4,3,8,0,37,65,118,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,71,0,9,0,0,0,59,6,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,5,63,0,1,0,0,0,0,14,4,5,1,9,32,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Iván Martos,Defensa,11,164,0,68,0,15,32,1,4,0,23,25,6,72,1,53,1,16,15,2,119,3,18,34,10,12,4,1,19,1,3,7,3,52,56,1,4,7,11,0,2,1,2,0,12,0,4,0,2,5,1,0,2,0,2,16,4,0,1,1,1,0,20,0,5,4,3,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Martín,Centrocampista,11,914,7,408,32,86,218,2,13,11,158,115,7,412,3,316,6,80,73,10,590,11,102,110,10,53,10,5,118,7,11,54,145,328,332,16,4,65,48,0,11,1,8,2,67,0,10,6,7,18,23,15,12,1,3,3,13,1,6,1,31,0,71,4,51,8,19,2,4,0,16,4,1,0,0,1,0,0,4,0,0,3,1,0,5,0,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iván Rodríguez,Defensa,11,519,0,188,6,41,76,4,6,8,73,84,18,192,2,153,9,33,29,6,358,7,53,79,10,40,8,9,70,10,7,22,40,155,159,17,7,30,31,0,9,1,7,1,27,0,10,1,7,15,2,3,9,0,11,48,9,0,2,1,5,0,32,0,28,6,13,0,0,0,6,10,0,0,0,0,0,0,11,0,0,1,1,11,6,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iñaki Sáenz,Centrocampista,10,900,0,408,6,80,196,33,64,6,267,136,9,438,0,266,10,142,165,10,776,10,58,230,10,57,14,22,86,10,10,23,8,272,296,28,7,29,35,0,41,0,5,2,78,1,12,3,22,25,6,2,70,0,2,87,7,0,14,36,12,14,120,1,58,4,47,38,1,2,30,10,0,0,20,0,0,0,17,3,0,1,8,19,7,2,1,16,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobo González,Centrocampista,11,347,0,92,14,20,56,1,8,10,78,16,8,97,2,61,7,33,43,3,195,8,43,42,10,26,3,6,59,7,8,23,15,60,64,16,5,33,20,0,11,5,5,3,25,1,8,4,5,12,6,7,16,1,3,1,8,1,1,8,9,3,20,3,16,1,6,6,1,1,3,1,1,0,1,1,0,0,1,0,0,0,1,0,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Sancho,Centrocampista,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Sierra,Centrocampista,10,63,0,31,0,2,14,2,3,1,5,13,3,31,1,25,2,4,3,1,36,4,6,6,10,3,0,0,7,2,4,3,10,27,27,1,3,4,3,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Sánchez,Defensa,10,417,0,199,1,17,43,19,29,6,51,122,7,208,2,150,3,43,27,5,288,6,24,95,10,22,6,9,39,4,6,11,76,158,165,15,4,17,13,0,1,1,1,1,14,1,9,1,0,4,3,1,1,0,3,26,6,0,0,0,1,0,20,1,25,1,17,0,0,0,15,12,0,0,0,0,0,0,4,0,0,0,6,4,3,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jair Amador Silos,Defensa,10,59,0,23,1,1,5,1,1,0,5,15,2,23,1,17,0,3,2,1,37,1,5,7,10,5,1,2,7,1,1,2,7,20,20,2,1,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,3,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Izquierdo,Delantero,10,161,0,34,4,11,22,1,1,3,21,4,0,34,2,25,2,8,9,2,61,2,11,7,10,6,1,2,16,3,2,7,6,26,26,5,0,10,4,0,3,0,4,1,7,0,1,1,1,5,3,4,3,0,0,1,8,0,2,0,3,0,10,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Samperio,Centrocampista,11,279,0,56,10,20,26,1,1,9,41,14,4,57,3,39,4,18,19,3,113,7,28,20,10,11,4,2,39,5,7,19,8,38,39,11,2,28,9,0,5,4,7,0,17,0,5,0,0,11,6,4,5,1,2,1,6,0,4,1,1,0,9,0,17,3,4,1,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Igbekeme,Centrocampista,10,269,1,136,2,31,50,2,8,3,34,65,4,139,3,105,3,24,18,3,183,5,20,35,10,19,2,4,27,3,5,5,36,112,115,7,1,8,15,0,0,2,5,1,16,0,2,1,1,5,0,0,0,0,3,0,0,0,0,0,9,0,37,0,19,0,6,0,0,0,10,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Ariel Sánchez,Centrocampista,10,3,0,3,0,0,1,0,1,0,1,1,0,3,0,2,2,1,1,0,3,1,0,2,10,0,0,0,0,2,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jannick Buyla,Centrocampista,10,234,0,68,4,18,33,2,4,6,25,19,3,70,1,49,1,18,13,3,105,4,25,17,10,16,5,2,33,3,4,11,18,50,52,8,1,17,14,0,0,1,4,0,14,0,6,0,1,6,1,2,0,0,2,0,6,0,1,0,6,0,17,3,6,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Velasco Fariñas,Centrocampista,11,25,0,27,0,2,12,0,0,3,2,13,0,27,0,22,0,2,1,0,34,1,2,11,10,3,0,3,8,0,1,2,7,25,25,6,0,5,0,0,0,1,0,2,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Castellano Betancor,Centrocampista,11,115,1,69,0,7,10,0,0,3,12,51,2,72,2,53,2,11,5,2,88,2,3,16,10,7,0,5,11,2,2,1,21,58,61,8,1,4,2,0,0,0,0,0,11,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,28,1,7,0,6,0,0,0,8,1,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Cueto Suárez,Delantero,11,10,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,4,1,2,1,10,2,1,0,4,0,1,0,0,0,0,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Fuego Martínez,Centrocampista,11,546,0,328,4,29,115,3,10,13,55,184,10,343,3,285,1,44,24,6,418,9,27,118,10,27,1,13,53,1,9,13,84,284,299,26,7,26,14,0,0,3,6,0,34,1,7,0,2,11,0,1,0,0,3,0,11,0,0,0,3,0,112,0,34,5,20,0,0,0,14,19,0,0,0,0,0,0,6,0,0,0,3,0,4,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Hernández,Centrocampista,11,495,0,198,3,31,50,11,20,9,97,92,14,204,1,130,1,63,50,6,365,6,39,90,10,31,9,7,55,1,6,15,6,137,141,16,10,24,24,0,9,0,8,3,43,0,9,5,2,22,6,2,9,0,4,57,0,0,3,1,1,0,77,0,25,0,22,0,2,0,11,9,0,0,0,0,0,0,11,0,0,0,5,15,5,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Jiménez,Defensa,11,38,0,14,0,1,2,0,2,0,5,9,0,15,1,8,0,4,4,1,19,1,0,6,10,2,1,2,2,0,1,0,4,10,11,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Mier,Defensa,11,247,3,65,5,28,29,2,3,2,36,22,6,68,3,48,2,17,17,3,119,6,29,14,10,13,1,4,35,2,6,20,9,48,51,6,4,22,9,0,3,3,7,3,14,0,11,5,2,9,11,4,3,0,2,0,3,0,7,0,2,0,17,2,15,0,3,0,2,0,3,1,0,0,0,0,0,0,2,1,0,1,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Muñoz,Centrocampista,11,797,1,550,20,57,294,6,23,7,132,182,17,557,2,426,6,83,71,9,696,10,73,185,10,36,8,3,83,7,10,40,135,468,474,10,10,47,33,0,7,1,11,6,60,0,10,10,13,24,3,10,10,0,7,0,12,0,5,2,8,0,180,5,65,7,22,3,4,0,48,7,0,0,3,0,0,0,10,0,0,0,2,0,4,1,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Navarro Rodríguez,Centrocampista,11,99,0,25,3,8,13,1,1,0,19,4,1,25,1,17,2,8,13,1,43,3,11,7,10,6,3,0,11,2,3,5,1,17,17,0,1,5,6,0,6,2,0,0,7,0,2,0,0,2,1,2,6,0,0,0,3,0,1,0,2,0,9,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Ros Añón,Centrocampista,10,571,2,310,8,60,149,2,4,11,57,147,9,331,6,267,3,37,30,7,419,10,52,78,10,41,13,13,76,5,10,24,100,274,294,24,6,35,28,0,1,3,6,1,33,0,11,4,3,11,3,2,2,0,3,0,4,1,1,2,7,0,93,2,29,3,9,3,3,0,27,9,1,0,0,0,0,0,8,0,0,0,1,0,6,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Rubio,Defensa,11,90,0,37,2,5,21,1,1,1,12,13,6,37,0,31,2,3,3,1,77,1,9,11,10,7,0,0,10,2,1,2,19,34,34,1,3,3,7,0,1,0,0,0,2,1,0,1,0,0,1,1,1,0,3,16,1,0,1,0,1,0,2,1,5,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Alonso,Centrocampista,11,82,0,22,0,1,5,2,3,1,12,7,1,22,1,9,0,10,9,1,29,3,6,14,10,4,0,3,10,0,3,5,5,12,12,4,1,6,1,0,0,2,1,1,7,0,3,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Avilés,Centrocampista,11,262,0,76,13,16,41,3,3,1,71,15,7,77,3,48,3,27,41,3,179,6,50,15,10,29,3,4,55,4,6,25,40,50,50,5,4,26,25,0,12,3,7,3,24,0,10,6,6,14,7,4,22,0,3,0,14,0,4,6,15,1,6,1,20,8,8,9,3,1,2,0,0,0,8,0,0,0,2,1,0,2,0,0,3,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Castro,Defensa,10,492,0,195,6,11,29,14,31,18,74,113,9,205,0,127,3,63,42,6,278,6,30,89,10,35,5,21,69,3,6,16,63,133,142,39,4,34,14,0,0,0,1,0,32,1,6,0,1,1,4,1,0,0,5,0,5,0,0,0,0,0,42,1,29,2,21,0,0,0,15,25,0,0,0,0,0,0,3,0,0,0,6,0,3,0,6,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Eraso Goñi,Centrocampista,11,265,0,95,8,20,41,2,4,6,39,33,3,96,2,67,5,22,21,2,140,8,25,29,10,8,2,0,31,5,8,17,21,73,74,6,1,23,8,0,0,6,4,0,18,1,6,0,3,4,1,3,5,0,2,0,5,0,2,0,3,0,26,1,19,1,6,4,0,0,7,4,0,0,4,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Jiménez,Defensa,11,697,0,293,3,67,105,14,25,8,162,137,11,309,2,216,3,73,85,8,533,10,40,115,10,26,7,3,51,3,10,17,8,222,236,11,9,25,23,0,40,2,2,1,48,0,9,1,4,11,11,1,42,0,2,65,9,0,5,6,5,0,119,0,49,2,30,2,0,0,20,10,0,0,2,0,0,0,5,2,0,0,3,31,5,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Puado Díaz,Centrocampista,11,613,8,160,14,59,80,3,3,18,69,46,3,160,6,126,1,34,37,7,254,10,48,32,10,34,11,15,81,1,10,29,30,126,126,33,2,47,19,0,6,3,5,8,31,0,13,14,1,8,21,6,6,1,1,0,7,1,7,0,5,0,39,0,21,3,3,0,6,0,0,3,0,0,0,1,0,0,2,2,1,2,0,0,6,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Verdú,Delantero,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Jules Sepp Mvondo,Centrocampista,11,310,0,118,4,12,54,3,8,5,43,32,7,121,3,81,6,35,30,4,165,4,28,48,10,25,6,10,43,6,4,13,30,83,86,15,5,18,15,0,2,0,1,0,27,1,6,1,1,3,0,2,2,0,2,0,9,0,0,0,2,0,31,0,26,5,7,0,1,0,5,8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Pierre Rhyner,Defensa,11,270,0,111,0,8,16,5,11,8,17,82,9,115,0,90,4,17,10,3,139,3,16,41,10,14,2,3,27,4,3,5,27,95,98,11,7,13,11,0,0,0,0,0,6,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,39,0,9,0,7,0,0,0,8,4,0,0,0,0,0,0,3,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
